
tournament_year,team,squad_market_value,avg_age,players_top_5_leagues,champions_league_players,total_caps,international_goals,source,updated_at
2014,Greece,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Honduras,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Iran,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Italy,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Japan,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Mexico,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Netherlands,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Nigeria,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Portugal,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Russia,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,South Korea,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Spain,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Switzerland,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,United States,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2014,Uruguay,,,,,,,https://www.worldcup.org.uk/football/2014/teams.shtml,2026-06-23
2018,Argentina,,28.4,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Australia,,26.9,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Belgium,,27.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Brazil,,27.8,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Colombia,,27.3,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Costa Rica,,29.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Croatia,,27.5,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Denmark,,26.1,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Egypt,,27.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,England,,25.9,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,France,,26.4,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Germany,,25.7,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Iceland,,29.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Iran,,26.5,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Japan,,27.5,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Mexico,,27.4,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Morocco,,27.2,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Nigeria,,24.9,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Panama,,29.4,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Peru,,27.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Poland,,28.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Portugal,,27.7,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Russia,,28.1,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Saudi Arabia,,28.7,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Senegal,,26.4,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Serbia,,27.7,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,South Korea,,26.5,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Spain,,28.0,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Sweden,,27.4,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Switzerland,,26.6,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Tunisia,,26.8,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2018,Uruguay,,28.7,,,,,https://www.worldcup.org.uk/football/2018/teams.shtml; https://football-observatory.com/IMG/pdf/mr30en.pdf,2026-06-23
2022,Argentina,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Australia,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Belgium,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Brazil,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Cameroon,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Canada,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Costa Rica,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Croatia,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Denmark,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Ecuador,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,England,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,France,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Germany,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Ghana,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Iran,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Japan,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Mexico,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Morocco,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Netherlands,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Poland,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Portugal,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Qatar,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Saudi Arabia,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Senegal,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Serbia,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,South Korea,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Spain,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Switzerland,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Tunisia,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,United States,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Uruguay,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2022,Wales,,,,,,,https://www.worldcup.org.uk/football/2022/teams.shtml,2026-06-23
2026,France,1520.0,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,England,1360.0,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Spain,1220.0,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Portugal,1010.0,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Germany,947.0,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Brazil,928.2,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Argentina,807.5,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Netherlands,754.2,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Norway,589.9,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Belgium,547.5,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Ivory Coast,522.1,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Senegal,478.1,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Turkey,473.7,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Morocco,447.7,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Sweden,406.08,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Croatia,387.3,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,United States,385.6,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Ecuador,368.7,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Uruguay,359.3,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Switzerland,332.5,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Colombia,302.35,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Japan,270.85,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Algeria,256.9,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Austria,245.2,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Ghana,234.5,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Canada,198.65,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Mexico,191.85,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Czechia,188.18,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Scotland,170.25,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Paraguay,153.65,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Bosnia and Herzegovina,146.4,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,DR Congo,143.9,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,South Korea,139.05,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Egypt,116.48,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Uzbekistan,85.33,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Australia,77.45,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Tunisia,69.95,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Haiti,55.9,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Cape Verde,49.25,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,South Africa,49.25,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Saudi Arabia,40.68,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Panama,34.55,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,New Zealand,34.45,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Iran,32.05,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Curaçao,25.78,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Iraq,21.2,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Jordan,20.3,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
2026,Qatar,19.93,,,,,,https://sports.yahoo.com/articles/top-10-most-valuable-squads-093615752.html,2026-06-23
